,text,dialect
9055,بنت لكويت بليز امسحي شي الخاص شاء الله مايكونو اخذو شي,DZ
9056,خفة دم الملكة رانيا عم بسأل الحنة تبعتها حلوة زي العسل والله ملكتنا,JO
9057,رفيق الغيم والراعديبي يرقى الاسفل,JO
9058,بنوتة مزاجها عالي ماشالله,SY
9059,اغلب شباب غزة بالسودان راحو انت شو ابتستنا,PL
9060,زيادووو وانت بصحة وسعادة ينعاد الشهر الفضييل,TN
9061,صورة للخائن عبدالعزيز ال سعودوبيعه فلسطين الحفيد ابو منشار سلف جده,PL
9062,انا والله ماقدرت حابة نخرج,DZ
9063,منك عيوني ويديم وجودك الحلو,LB
9064,هاردلك المهنا الاتحادالباطن,SA
9065,واني زاده نحبكم برشا يا احلى فانز,TN
9066,عمر زين العابدين دا مالو بكذب بصوت عالي كدا,SD
9067,الأوضاع اللي نمر فيهاوالاخبار اللي نسمعها خلت البحريني يصيده قولون بطنهوقولني ظهره مسلسلماتنساه البحرين السعودية الامارات الكويت عمان قطر المنامة المحرق,BH
9068,رب اقم قلبي درب تحبه وترضاه,PL
9069,ناس بتيجي بالعمر مرة,JO
9070,الاكاونت تبع كنتاكي العربي الانستا جرام بيوصف قديش فعلا العرب تكحلو مزبوط كأس العالم,JO
9071,اتمناها بامريكا وتسوي سو عليهم والله يسجلون المركز باسمها الأسف العراق ممعتبرين البشر بشر خالص احترامي مجرد حقل تجارب للسلع الرخيصه,IQ
9072,الله آية شرفتينا ونورتينا بنت بلادي وصديقتي,TN
9073,سهيلة ردي عليهم كلميهم يسلموك الحساب انتي الوحيدة ماستلمتيه,DZ
9074,لان الوكت مو صحيح وهولاء رجال الوكت اعوج وكلهم عوج,IQ
9075,انت مريض والله الكوي ماينفع فيك,QA
9076,طلب الامومه سهر لهااااا,KW
9077,قصدك ابو أسو يسو,IQ
9078,هسه يشوف الصح بس يحترم اختلاف الآخر يفتقده الاخ,IQ
9079,محمد عساف بس يزور غزة حبايبه بغزة بعرفو وبروحو يسلمو ويزوروه هناكبعدين محمد زيه زي شاب طلع غزة بس قلبه وما تنكر اكترية الشباب يتمنو يبنو مستقبلهم برا غزة بنسوهاانت ادرى بالعيشة بالحصارالله يوفقه وما فيو يزاود محبته لأهل غزة,PL
9080,لان فاسد لان جاي الفساد ترا واصلين مرحلة مديرة مدرسه ماكو سني,IQ
9081,اقترح وحدة تفتح حسابها لتغريدات الفنانين والاعلاميين لازم يتعملها ريتويت فانز سهيلة ونسميها ريتويت,DZ
9082,احنا حنولعها,PL
9083,حدهم مصنع حلواه ومتاي لاحظ حلواه مش حلوى,QA
9084,حصل منا خطا بدا منا قصوركل ليالينا عطا الدنيا بواره,KW
9085,ههههههه اكيد تنقهر تقلي لاء انو بكون كلام ليش ترد غيرنا نحنا لاء بكون عيدك تعيد تعرفهم انت تعبت الكتيبه ماتعبرك تحس حالك صغير ايه بلاها ليش نكتب الاساس,LB
9086,بغيتو ملي يكبر يولي مدرب,MA
9087,القوانين اللي تطلع شوي وتهدد صناديق احتياط سيادية كلها تصب زعزعة استقرار اقتصاد البحرين تقدر الحكومة تقنع ليه أثر استقرار الوضع الاقتصادي وبالتالي سعر الدينار اللي قاعدة قيمته السوقية تنزل امر آخر أخطر موضوع سعر الدينار,BH
9088,هههههه اسبوع كنت التلة ابو العوف أزكى التتر,PL
9089,فكرة مش كتير,EG
9090,أحب أقول للحيآة مـهہمـآ حآولتي تزعليني أنآ عندي صـديق زي آلسـگر يحلينيصـبآحآلسـگر,JO
9091,ايوه تو كيفاش اش عملوا الأنبياء والرسل اللي نخدمو فيهم المدارس متاعنا,TN
9092,توقعاتكم لمباراة الليله الاتحادالقادسيه عطفا العقوبات الظالمه لعميد الانديه السعويه عطونا توقعاتكم,SA
9093,منو فاوضه شدخل العين فالموضوع,AE
9094,الله يبارك ولد بلادي وربي يكملك بعقلك,DZ
9095,ضربو ليا مول,MA
9096,انا معاك يا ريس تحيا مصر وجيشها وشعبها الوطنى احنامعاكياريس,AE
9097,اللي نساك أنساه واللي هواك أهواه واللي قدر فرقاك تقدر فرقاه حال الهوى أحوال فيك بحال الصبر بك طال بكره الفرح تلقاه تشتكي وتلوم عمر الحزن يدوم,AE
9098,قاشوشنا السوري رح تبقى بوجدان ثورة والتاريخ مابينسى نحنا نسينا ونحنا مارح ننسى سوريا بدها حرية سوريا بدها حرية,SY
9099,اهااااا عشان كدة انت زعلت طيب معليش,SD
9100,كلللل خرا انت واياه طيار ركن خرطي خل نشوف طيار الركن حقكم وطوط صوب الحدود بس نبيه يجرب ويصور لنا لايف علشان نصدق يالمهايطيه يالمراهقين,QA
9101,ياااحرية عمار محمد الأحدب حمص الغنطو اعتقلوه العفاريت الزرق حاجز المختارية بتاريخ نعيم,SY
9102,مطر خير وبركه باذن الله,YE
9103,كنت تنتظر الاجابة حد بيرد عليكوإذا ردوا بتسمع رد منطقي عمانيونبلاوظايف,OM
9104,دة انا ابني كتبلي قلبوا بدل قلبه اطلعه المدرسة واشغله سواق توك توك قلبوا معدتك يا بعيد,AE
9105,اخي انت بعثي وهابيوانا فارق الكوالكلام معاك يجيب نتيجة,IQ
9106,جاك كوستو بيصور افلامه المحيطات طور حاجات كتيرة زي التكوين بتاع اسطوانات الاوكسجين والبدل حقت الغواصين وكمان غواصات سبر الاعماق وكتير وكمان بمساعدة صديق ليهو تقنية الكاميرا البرمائية الصور بيها جزء افلامه البتكون الماء اعماق كبيرة سماها كاليبسو,SD
9107,ربي يخليك ليا سرسورتي شبيهتي الجميلة,DZ
9108,مش عم اتهمك بشي ياخي بس هيدا الشي معروف,LB
9109,تشوف الأجانب يسافروا الأماكن اللي بتاكل الرز بإيديها زي شرق اسيا والهند والخليج ويبقوا مبسوطيتوهما بيتعلموا طريقة الأكل بالإيد والتعود ثقافة الشعب المضيف وتشوف المصري المهلهل المتشحتف معووج عالخلق,EG
9110,اكيد القمع بس كمان شخص بالسلطه ينزل يبيض وج ضهر العالم,LB
9111,شكرا حمزة عم يتم التعامل المشكلة بس بدها شوية وقت,SY
9112,شايف إنها بالغت لأنه دى أخلاقها ودا مستواها دى القصة,SD
9113,هاي الراحة هيج تسوي مرتاااحة,IQ
9114,كتير اختيارات الحياة بتكون الطرق صحيحة وكل الطرق صعوبات وكل الطرق مكاسب الفكرة انك راجل تكمل طريقك للاخر هتعيط النصلما تاخد خياراتك الحياة متبصش وراك بعدها كده كده هتنجز الفكرة اجتهادك ولكل طريق جايزة ولكل طريق تمن ولكل طريق اتعاب,EG
9115,اللي بالكويت حياهم الله الكتاب موجود مكتبة السلاسل,KW
9116,احناااا ماعناااا شي متل هيك,JO
9117,يعني قناعاتي اللي تعرف تسوي خبز طاوة حلو بتعرف تسوي احلى بنت الصحن,YE
9118,لفة سهى تظليل ترخيص طفاية حريق,SD
9119,أعتقد حد قادم خلفية إسلامية مخلص للفكرة الإسلامية التعاملات مرحلة حياته بيعاني تعاملاته هاجس ادفع بالتي أحسن وأنا شايف فكرة متعبة وغير انسانية شخصيا تخلصتش الهاجس ده بفكرة الأستاذ كونفوشيوس قابل الإساءة بالعدل,EG
9120,مكاتب المحامين كلها مصريين,QA
9121,دويتو محمد عبده الصالحين قناة التميلح اقصد قناة بدايه زدفرصتك,SA
9122,عادي بيدرسوا طلاب الهندسة,OM
9123,القطري مايرجع كلامه مامسحها قص رقبتي,QA
9124,فطوري طبق اللي بالصورة فراولة بس,YE
9125,الله كريم بيخذل ظلمكم وبإذن الله يدخل رمضان إلا وأنتم منتصرين ظالم وطاغيه نصر عزيز مقتدر,YE
9126,تسجل تنشر,OM
9127,يا عمي مهو انت بتسأل لازم انا اسأل,PL
9128,يمعود اروح اصير مغروره,IQ
9129,ربنا يحفظك البلد دى يا بنتى,PL
9130,عندي احساس اننا غنتعادلو,MA
9131,منعالاتحادمنالتسجيلانا نايم ولسى اتجاهل الرد خطابات الفيفا بس ترى احبكم ياجمهور الاتحاد,SA
9132,دكتورة اصلا لساني أكلته وراح,IQ
9133,القصة اللي فضحها محمد قصة أعمق شوية مقاولات عملية تحويل منهجية لدور الجيش الحياة الاقتصادية,EG
9134,بلاش احسن ممكن يقفل مرة,TN
9135,خيبه تخيبك تقول محد تجرأ يتكلم الامارات انت اهبل والا تستهبل يلا وبعدين تعال يالشحي يالشتي الحين انت تفتخر بسواد وجه المطقوعي تغريداته الوصخه خليته جندي محارب حده الكلب ينابح ورى شاشة موبايله بس,QA
9136,الله معكم يحميكن لازم تضرب بإيد حديد كلنا معكم,LB
9137,جيت حطتني الراس محد أسرني كثر خلي بطيبه حتي جنبي تحسسني أبشوقوشلون لامن شفتها غيبهفي منتهي الرقه منتهي الذوق حبيبتي حاجه عجيبه حكت تعرف تخليني أروقواذا بغت تجيب راسي تجيبهمنتهىالرقه رابحصقر عادلمحمود سهم,BH
9138,كييييييييفه ليش ظايقك الموضوع لاتحاسب تصرفاته انت حر تصرفاتك انت مرات تمدح دول الحصار حاثروما ركضان واحنا صايمين ولولا ستر الله قطر راحت بسببهم ماشوف حد اعترضك انتقدك يعني ماشالله مطلق لسانك تقول تبيه جاي تنتقد سياره مغيمه,QA
9139,كاينين جوج الكعبي اماراتي محمد حسين مغربي,MA
9140,الكويت اخوان ونعم لاكن انتو بتجيكم جلطه انتو والصهيوني حقكم,QA
9141,يلا يبلشو الكبير لصغير كلنا معهم يلا,LB
9142,بقى عمري زمان حبك أقوى الزمان,TN
9143,عيدكم مبروك وسنين دايمة دلوع,TN
9144,يقولون صادك حقر بقر دريت بالخبر ووزارك طاح انت واقف ياكلب السكيك,QA
9145,ديما متسرعيين مش حسابو اصلا وانتو اعطيتو الموضوع حجمو,DZ
9146,يا رب يضل هاليوم حلو لاخره,PL
9147,نور الكون عيني طفىيوم صدك بعدك يالحسودفي لذيذ النوم جفني ماغفىياحياتي ليه تنسى للعهود,JO
9148,سيست خلص عم شوف بالاخبار عم شوف الاعلام شو بيطلبو الشارع يحكي شي واضح,LB
9149,المنتخب خلى حد يستانس,AE
9150,غاطس تمارة ماشكيت,MA
9151,الحرب بتقعد لعند يكبروا هالزريعه,LY
9152,الواحد يبي يصير قليل أدب بس مو ورث ابوه معرض سيارات وكم البنك وتسهيلات حكومية ومعفي انواع الضرائب تاجر ويفهم تدلدربها البحرين,BH
9153,ماحشرك فينا خليكي بحالك اشرفلك,LB
9154,ممكن اناقشك اتكون انسان بس اتكون حمار اتردد نهيق نعمان فانقولك القرمطهاهلك يا حيوان,LY
9155,طيبة ودوني عدنان الحلاق,SY
9156,رويترز القوات الجوية الفرنسية قصفت مواقع للمعارضة مالي اليوممشان اللي بيعرف الكلاب الأوربيين يعرفهم حقيقتهم حضارة,SY
9157,ربنا يبارك فيكم ويتقبل منكم ويجعلكم عواده,PL
9158,رغمأنفبنزايد قطركبيرآسيا,EG
9159,أفكر اشتغل محلل سياسي شروط متطلبات,YE
9160,منو مب عاجبتنه التغريدة,AE
9161,انت يقول يوجد العالم سكان اصليين يا ترى سكان أصليين البحرين شنو فيهم عبو ربو ههههه,BH
9162,كيفك يا عمري نيابه حبيبك التافه اللي مافكر يسأل عنك,OM
9163,ونعم انعام بالرجال,YE
9164,عمانيونبلاوظايفوضع المسؤولين يشوفوا الهشتاج,OM
9165,موفق احلى عساف محمدعساف,PL
9166,تقرير صادرات ليبيا الأسمنت المصري العام الماضيليبيا تبيلها اسمينتو واجد علشان تنبنا جديد والله يا ريت يشغلو مصانع الاسمينتو امتاعنا العمالة والمصانع الليبية والاقتصاد الليبي اولى بالارباح هذي نبو استقرار وسلام علشان نبنو بلادنا ونحركوا الاقتصاد,LY
9167,ربي يخليكم يا باهين نتشرفو شاءالله القريب,TN
9168,الرخمة الرخم طائر اظن النسور ياكل الجيف والمصريين يقولون قليل الفهم والثقيل رخم والسعوديين يقولون الرجل الضعيف رخمة,SA
9169,الفلوس إيد الفاشل عمرها تنجحه بس بتأخر سقوطه وقلة الفلوس إيد الشاطر بتغلي تمن نجاحه ولو بتأخره شوية,EG
9170,عيدك مبروك سهى شكرا,LY
9171,الله العافية والله يغنيك انا ماكل حبة نوم عشان مسافر صباحا شاءالله,SA
9172,غصبا عني يا املي وحياتيولقيت خطاك سايقاني ليكغصبا عني يا املي وحياتيلقيت خطاي سايقاني ليك لقيت مشاعري يا حبيبهكل دقه قلبي بتسلم,SD
9173,شو رايك يصير محمد زايد حاكم عليكم خذوه وفكونا,AE
9174,محمد بتسمع اناشيد بالتأكيد,PL
9175,مش ال السعودية محتكرة كاس العالم واللي بعده الاحتكار حرام مش سعودي حلال سعودي,EG
9176,نقطةببحر شب الغوطة دمه خفيف اسمه عمران عمره بالعشريناتعندو طموح كبير بالحياة بيحب الفن,SY
9177,شكرا كثير محمد كلك ذوق,LY
9178,معلومة اتصنف دوا مش هيدخل تصريح السؤال بتتهرب ليه ترد وتسكت التشكيك,EG
9179,ابجمع أوراق السنين وأودعك الفراق اللي تبين الله معك بدربنعبدالمحسن,BH
9180,اللي جرب يحكي تجربته,LB
9181,وضح لي عزيزي شلون انا مشمول,BH
9182,يبه لاتزعل نجيبها لك بس لاتدعي عنده عيال,QA
9183,استراحة مسائية المحبة,BH
9184,الحبيب المنشن لـ الشخص الخطأ,OM
9185,ايوة الافريقية دي فرقت معاي كتير شديد,SD
9186,اللي بيتقبلك انت وكئيب بيستاهل الحب,LB
9187,اكيد الفانز يشارك اكيد,LB
9188,الزمن ده التحويشة ممكن تتحول لتراب انهيار عملة اللي عمره ينهار قدرتك صنع المال طريق امتلاكك المعرفة والمهارة والتخصص والتخصصات القديمة بتنهار وقواعدها القديمة شهر بتتغير,EG
9189,لك دخيل قلبك شو بتفش الخلق,LB
9190,مدرب ارجنتيني يدرب المنتخب يخمبقها ماسيكرانو منتهي خلاص نبي وسط مهاري حيوي قادر صناعة اللعب والاحتفاظ بالكرة مو يقطع كرات لستايل انتهى خلاص شوف وسط المانيا واسبانيا كلهم يصنعون وكلهم يسجلون ماسكي صناعة تسجيل,BH
9191,تذكر كنا نلعب البقر ورى الكوخ اللي عدال النهر,AE
9192,حسبنا الله ونعم الوكيل مين ترضى تنتشر صورتها اتقو الله ادخلي حساب البنت عمرها غلطت حد,DZ
9193,لاتشكي للناس تألمتالناس ماتدري القلب وش فيهحفظت درس الزمان وتعلمت محد يحس الجرح راعيه,YE
9194,مين قلك هالحكيما بقا بدي احضرو ورح اتخانق بيت الغانم كلن اللي هنن عيلتي,LB
9195,ملتزم باللي قلت أتكلمش دعاوي نزول وأقول للناس تعمل إيه تعملش إيه بس الناس اللي بتجزم بيقين الراجل اتباع خلاص ومستنيين ياخدوا اللقطة دي ناس بتمارس التضليل غباء عمد,EG
9196,قربي معنا مملكه احساس بتشاركينا الحمبكر,OM
9197,اوووه مبسلها انس الحطاب ملا مغطة خييييت,TN
9198,بس مو اردوغان انت الخليفة بكبره يبغاك,BH
9199,موضوع الفانز طبيعي المو طبيعي كمية الناس تكرهك,KW
9200,مين فكرك يا حبيبيومين الهداك اليهجرحي قرب يطيب جددت تاني,SD
9201,ناقص تقولون حنا اللي نقصفها,AE
9202,اتفكر فريقك العام فات ياخد البهادل ياحشرة خسرتو ماتش وربحتو ماتش طرتو الله غالب مش موالفين بالربح ياكلاب,DZ
9203,حنا نقولها الكشتات جمع حطب غسل مواعين,SA
9204,شكرا للمتابعة مرحبتين حبابك السعيد الليله جابك,SD
9205,الوضع أعتقد حنواجهوا مشكلة تسكين النازحين فيسبوك فبالله اللي عنده تويتات هاشتاقات فولورز زايدين يتبرع بيهم لخوته النازحين الحكاية حرب وضو هارب فنحاولوا نخففوا عليهم وكله بأجره شاء اللهحجبفيسبوكفيليبيا,LY
9206,الفلسطيني بيكزبوتعودنا عالعنصريةاصلا هيروشيما احنا سببها وتسونامي كمان وكل شي بيصير بالكرة الأرضية الفلسطيني سببه مش هيكعأساس غيرنا ملايكة واحنا شياطينتحياتي الك,PL
9207,يوه عيد ثوره اجدادي مااحتفل,YE
9208,معي سياره اجنبيه الاردن سؤال ببالي حولهم بالنسبه للترخيص حد بيقدر يفيدني شكرا,JO
9209,واضح مش متذكرة مين انا كنتي تحكيلي هبة فكرة موجودة انستغرام وكنت ديما اسال ادعيلي اكون حجة حياة قريبا يارب,DZ
9210,صحيح نبي نترقى حالنا حال الجيش والشرطه منهم عارف شنو بتكون رتبته مزاج المدير ومدير المدير ياليت لفته جاده الشي والي يبي الدليل يتواصل معاي وبخليه يشوف بعينه,QA
9211,نشيد يا موجود عدنان الحلاق,SY
9212,يعز ميلفات تركيا مرقصتش اللجان فين الانتخابات الفرايحي,EG
9213,اعتقد الخبر صحيح تأكدوا,LY
9214,ياخي شنوة حكاية انتي وين وقت البرد كلاني,TN
9215,نقصة رمضان بوتيكات كثر الله خيرهم,KW
9216,كمان مرة مرة بدناالمعتقليييين بدنا المخطوفين العفاريت الزرق الصفر السود داعش,SY
9217,حبيبتي نسرينوو يسعدك ويحميكي ويبارك بعمرك ويخليلك حبايبك,PL
9218,راس مالها بلوك بتعطيه حساب اللي الغبرة عملت شي,SY
9219,بووووع ماحب اتعامل يحس دايم صح وخاصة جدام وافد,KW
9220,صدقتي ماعاد مصدقيه للأسف معك هيدي حالة الكل,LB
9221,يعنى بذمتك دا شكل واحده يكتب تويته,PL
9222,الورد موجاتالدماغ اللي تكلم بروسلبتونثيتا تبطل عينك تنام ويمكن توصل بالتأمل العميق استثمار هالوقت الأطفال بليل تقول قصص تزرع قيم تساعد رفع,KW
9223,بحالا كايعيط لخوه هههه,MA
9224,الله يسامحك أستاذ معاويه بلوك مره وحدةلكن ازعل عليكمنشنوه علشان يشل البلوك,OM
9225,هههههههههههههه وي خلص ابقى هيج انت مقتنع بنفسك بالنسبه للمتدنيين تسميهم ترى هذول مو متدينيين هذوله متطرفين,IQ
9226,اقل القاعدة تفتحها امريكا,IQ
9227,وروناكشختكمفيالعيد,SY
9228,يا كريم تقبل واقبل,PL
9229,الله يجعله اكل الهنا,PL
9230,لاندكروز موديل ورا النيسان الصفرة موديلها جانن عندنا مثلهن واعرف موديلهن,IQ
9231,علاه عندك شك الافضل العالمكابيلو وفينغر أقروا وقت الأوقات افضل ظهير بالعالم كافو,TN
9232,اللي انا محيرني,AE
9233,تحبوني تحبون الكنافةعادي كذبتو كذبة بيضا مو مشكلة تكسبو اجر فيني,MA
9234,بتسأل مين هههه,EG
9235,ياالله تره مو غريبه العراق ابو العجائب بس ابو اسراء ماينطيها,IQ
9236,عشان كلن بيكزبو واحنا لأه,PL
9237,زوين عجبني مي كاين احسن بالنسبة ليا,MA
9238,الله يديم اللمة الصوت اللي مجمع الكل محمدعساف,PL
9239,ترفع لك القبعه يا غالي,YE
9240,وين قلت حت اسأل تو تقولك نقول حت ندخل نعارك هذيكا لوكا راي ديما دافع تحب المصريين متبعهاش,TN
9241,ظنيت تطلع نتائج التوجيهي الساعة الصبح ناموا وارتاحوا بالتوفيق للجميعنتائجالتوجيهي الاردن,JO
9242,بالتوفيق عدنان فلاته لاعب يملك خبره كبيره وراح يفيد الفريق بحول الله,SA
9243,نخسر كلهم يختفون فزنا نشوفهم اللاعبين,AE
9244,علينا وعليك وطننا الجميل اللي متله جمال فلسطين بلادي حلوة يا شاء اللهسبحان الله المبدع الخالقولن ننساها,PL
9245,الله عادة,OM
9246,مجبور قلبى يتعلم ولف يقسى عشان لحظه تنساك عيون اتعودت تنسى,SD
9247,بالتوفيق هالتويته اسميها دعم بحب,KW
9248,كنت ابي اكتب بنك الخليج لقيت العالم مكفيه موفيه,KW
9249,تي عيل هبل كنت انتابع الفيس الساعة يقلب مرة مطرشق,LY
9250,هههههههه الكلاكلة دي وسط الخرطوم الحتة دي العيلفون ومفروض اقول شرق النيل,SD
9251,صحتين انا العادة انديرلهم الغداء الخميس فاصوليا بس قالوا يبوا رز بالخلطة,LY
9252,كلكم ايه واخر شي شوي تحطونه,SA
9253,حال احمد هالحكي سكنهم مساكنهم,OM
9254,وكتير الحروف مليانة حنية,LB
9255,فلووووس اقولج واحنه نلف تتن,BH
9256,اقالة واهانة الملأ,BH
9257,بصورة غريبة كدة بقت تجيني تلميحات زي دي عديل رسائل وتهم زي دي وانا اخلاقي انشر شي جاني الخاص باعتبار سيده شجاع قاله عديل بس حأغير النظرية دي البلوكات حتكون اسكرينات عديل دا حسابي وانا عارفة نفسي شنو وماعندي انتماء لنفسي والعنده كلام يقوله عديل,SD
9258,ممكن رساله عالفيس بوك سمحت,SY
9259,تبقى بايت بره مصر بقالك أسبوع,EG
9260,نم يا بابا وراك مدرسهترا والله لاسحب الجوال منك واعطيه عبودي,QA
9261,المشاريه يابنت راحت ياهملالي,SA
9262,جمع شعار السلق اللي تهايطون بهم وشف رد ابن غيده وتعرف الشعار السلق ياغشيم,QA
9263,يعني ماستفدت ولابتستفيد لان الكتب عنوانها تصبح كلها كذب وبيع للاوهام,YE
9264,والله حرام حولو هالثوره مطالب للعالم لبلطجه والله شي ببكي,LB
9265,لالا ممنوع الدخول ههه,DZ
9266,الاطفال يابنية بغنواالاطفال يا حلوة بغنواالاطفال يافاطمة بغنواالافراح لابد ترجعالاحلام الدونك فاتتلو واصلنا صباحا بيطلعموكبمارس موكب الحياة للأطفال بارا الواحدة ظهرا مدنالسودانتنتفض,SD
9267,صحيح خير ديبالا اليمينكلها دروس,TN
9268,رد دكتور,LY
9269,ياهلا باللي عود عودةمنصورالبلوي,SA
9270,اللهم هالمكان الشخص الصح,OM
9271,الله يرحمهم يارب ويجبر كسر اهاليهم,JO
9272,خلى عنكم شوي إنسانية مش,LY
9273,عبودحداد ناطرينكو يااحريةاغمرينا,SY
9274,دكتور بريح شوي أحس أني مصدع,AE
9275,اتابع متابعتي فورا اسرع فلوباك,SD
9276,اه منا بحضرو هينيمحلاه والله,PL
9277,اللهم اشفها يا كريم,PL
9278,ماخذه اناقتج وجمالج,KW
9279,روروا تزعلي ياروحي وحنا عنسير بكرة حتي ذلحين يلحق جدوامجد أتصور الحشود,YE
9280,مش عجبنا لبنان عجبنا اللي اشكالك العنصريةياخي بصيرلنا الصبح منفل عندكن بس الأمر بإيد الكبار اللي عميقبضو قعدتنا عندكنوالله يلعن هتلر قضى عاليهود كلهن كنا شفنا شكلك سمعنا كلامك هاد,PL
9281,اهم شي الابديت عشان نطمن عيالنا,BH
9282,ياااحرية ابراهيم احمد حيش ادلبطالب ماجستير أدب عربي ومدرس بالاونروااعتقلوه العفاريت الزرق تبع فرع,SY
9283,انزين تكرمت هات لنا صورة ترامب يستعرض قائمة الأسلحة اللي ناوي يبيعها للدب الداشر والدب مبتسم وفرحااااان,AE
9284,وينك مصيبة ارواحي انا تقتلني القلقة ارواحي نبدلو جو,DZ
9285,ماقصدت حدا كلامي عم احكي عامتا كلو بيطبل كلو بيبيض طناحر اختلفنا بالشي هيدا,LB
9286,ونعم انعام يا رفيق,YE
9287,ياساتر نتواصلوا معاها,LY
9288,يادكتور والعرب كفو يجتمعون يقررون شيء حنا الدبرة مايقرة الكبار ننفذة,SA
9289,الله يسلم فمك مالازم ينتشر الموضوع شاء الله يرجع لحساب وتنحذف الصورة وانا شاكة صورتها اصلا,DZ
9290,ناتشو حطها لتحت هدا حطها لفوق,MA
9291,تويترمقطع حزين معنا عرس وانا معزومه,OM
9292,ولك اخترع وفشل غبي وفوق هيك تكهرب ورا هالاختراع,LB
9293,ياحـديث الشـوق لـ القلـب الهـواوي بـلـغ اللــــــي بــ الحنايا شـب ضـوه الغـــــلا لاا صـار هــو بــ التساوي كيـف نقـدر نفهمـه ونعيـش جـــــوه,SA
9294,حولي ابتعدما بقى منهم احدكلهم راحو بعيد عضيد سند,OM
9295,عندي الحل الشافي للتحالفكل منكم يا قطيع الغنم يمرغ أنفه بنفسه يالس ربعه وأهلهمو ضروري تروح اليمن ويمكن ترجع ويمكن ترجعشرايكم,AE
9296,بعلقمشنقتو افضل الاغاني نزلت كتير قريبه لقلب تنسمع ديما بس مادعمتها نزلت وقت الغلط برمضان حققت انتشار اكتر,LB
9297,ومافهمت عم نهرب مسؤولية شو,SY
9298,لمن يخلوك البيت براك حاجة بتفكر شنو,SD
9299,بشار يذبح شوف مين ذبحهم ولازم تعرف انت مين يذبح,SY
9300,الشغلي واضحه مابدا تفكيرررر همهم يسقطو دولة الرئيس بيئتو كلنا فاهمين اللعبي صح يفرجو دولة الرئيس ساقط شعبو هيدا عم يشتغلو الاعلام كتار الطاوله عم تدعمهم اكل شرب حلاويات بدك موجود خليكن بالشارع شي يوصلكم الرساله واضحه,LB
9301,الله ينتقم لك يافيصل انت شخص محبوب وربك ينتقم لك بحول الله ولاتنسى الدنيا دواره وهالخسيس بيجي يومه,SA
9302,يدخن المحطة ياب الطفاية طفاه اهو جكارته عطاه عطى زمانه كحيلانفيالرياض,BH
9303,ميسي نحسب اسست ضرب الدفاع بلمسه وخله المهاجم مواجه المرمى,BH
9304,ياااحرية ماهر محمود الخطيب الرستن مواليد سائق شحن خطفوه العفاريت الزرق بشهر بحمص,SY
9305,انا ماضحكت هدرت بالسوء اسلوبي الضحك خلقة ربي,DZ
9306,يعني بمعنى انهم بيغلطوا الكل نسكت الغلط,SD
9307,ختم المزلس الرئاسى,LY
9308,شي يومالقناصة تبلع رصاصة وتموت والعبوة الناسفة تقول أسفة وما تنفجرشي,SY
9309,اجتامع ال سعود لانقاذ المملكه خويك الدب,QA
9310,اخطر قسم بس بالعراق متوفر,IQ
9311,يا اخي العزيز سعيدة انك متابع تغريداتي بس كلامك واضح وسؤالك ماعايز شرح طريقة التشكيك الناس لازم صريحة وارجع اقول ليك انت زول يشكك والشئ دة برضو وقفني لاني انا عارفة انا شنو ولسة انا شايفة انو جميل بلدي لازم يطلع للناس والعالم,SD
9312,كلك ذوق حبيبتي ربي يخليك يسعدك,TN
9313,هيك شو دخلني انا,LB
9314,كلمة كره ماعندي بحياتي وما اعتمد ابد شي يعجبني اتقربله واعتقد الناس أجناس اشوفه احسه محلو اكيد غيري يشوفه حلو ومرتب لازم نحترم أذواق الناس وأختلافهم ومعنا وانت انسانه محبوبة وسخية والله يبارك بالي دتسويه,IQ
9315,ياما جيبه مليان وماعنده اخلاق الرجوله فاعتقد المقوله مش صحيحه,QA
9316,اووه اجيب لحمتي عندكم,PL
9317,وانت وانتمعايا جايبه الخبر ساهيةوعصافير المحبة داخلكتنقد فضاء الشوق غلى أقل مهلهواتأخر قوافل خريفككمل نهاري أترقب,SD
9318,طول شواربك ايران تحمي عرضك,IQ
9319,مو غريبة حر,PL
9320,انا مستعد الجلوس معك وتعزمني سندويشة طعمية واشرح لك وجهة نظري,BH
9321,ظهير دولي بيتشمس ومتنح والظهير الدولي التاني بيشتت الزاوية البعيدة,EG
9322,رندةمرعشلي سنين طويلة ذكريات كتير جمعتنا سوا آخر مرة التقينا كنا عم نقول بكرا أحلى تعبتي كتير,SY
9323,تو متعشين والله خليتها بدري شوي,SA
9324,انا كثر الخطا اتعلم أراقبه وأشتاق وآتشره,BH
9325,شفت التقرير الكازخي السبب مافي مبرر للهمجية اللي تعرضلها العمال اللبنانيين والعرب,SY
9326,قرأت يبيع الفردة بخمسين وفيه بدينار وفيه بدينار,LY
9327,قربنا يلا حبايبي نسهر شوي قررربت ملكةسبأ,LY
9328,سلطانهسلاااامصباحك فل شايف تغريد,SD
9329,الأجنحة اللي عندك أنتقل وليد عمبر والثاني الأجنبي قريب الأنتقال لنادي الامارات,AE
9330,الخير أحبابي بداية أسبوع موفقة للجميع نحبكم برشا محمدبنصالح,TN
9331,نفسي اغير طقم الناس بعرفهم بحياتتتتتي,PL
9332,الشر يجيك عزيزي,BH
9333,بغيابك يالغائبه غاب عني النوم القريﻻليك وحشة أظلمت دنيتي وأضرمت نار الشوق الدفينده المقدر باﻹراده والمسطر ﻻزم يصير,SD
